accession	spe_PC1	spe_PC2	spe_PC3
GB_GCA_016744435.1	-1.6036550612051	0.347993194198201	-0.664226023376375
RS_GCF_018860975.1	-1.60553538539697	0.34909612560032	-0.665599960013781
RS_GCF_011040495.1	-1.58771641028854	0.33868926320897	-0.652928835809923
RS_GCF_006125015.1	-1.61501288443987	0.354713635857126	-0.672973652516736
GB_GCA_024636515.1	-1.62889514917165	0.362859886586849	-0.683143372271623
RS_GCF_003072125.1	-1.61415887834912	0.354212164947333	-0.672345650539141
RS_GCF_024355225.1	-1.6197086847221	0.357468825658795	-0.676411113289978
RS_GCF_002072155.1	-1.60358270220158	0.348029722488681	-0.664783560239919
RS_GCF_018069895.1	-1.63935900699923	0.36903095411467	-0.691046892950027
GB_GCA_014359765.1	-1.64607399849468	0.372972379142043	-0.69597366985244
RS_GCF_002925845.1	-1.64408494356568	0.371804322916442	-0.694510286100389
RS_GCF_002080415.1	-1.59869204163724	0.345158292987664	-0.66118991564508
RS_GCF_000768555.3	-1.60044318567017	0.346186039494902	-0.662474041970632
GB_GCA_913054395.1	-1.57706228574046	0.332459167579021	-0.64529523580384
RS_GCF_900172365.1	-1.58442192753448	0.336778201396497	-0.650689652956648
RS_GCF_900172295.1	-1.5690936877107	0.327773930258296	-0.639388581802676
RS_GCF_019966515.1	-1.58532372859548	0.337297714573045	-0.651278044502006
RS_GCF_009762325.1	-1.56891696766525	0.327667323596239	-0.639237651061633
GB_GCA_900313005.1	-1.59354980573531	0.342122099606519	-0.6572846532449
GB_GCA_002366775.1	-1.59566240913914	0.343361770881793	-0.658832229867499
RS_GCF_002917925.1	-1.58953619977158	0.339772988114371	-0.654393779936257
RS_GCF_009363715.1	-1.59189291995247	0.341156016991601	-0.656121098330363
RS_GCF_001441615.1	-1.59430958042458	0.342574250862862	-0.65789257033904
RS_GCF_009363655.1	-1.60105143313194	0.346530706451375	-0.662834157522562
RS_GCF_008728195.1	-1.57331412368159	0.330247571490423	-0.642460163815017
RS_GCF_003298505.1	-1.59718413715297	0.344259520753353	-0.65998570709408
GB_GCA_002166865.1	-1.60087740789309	0.346427855562361	-0.662699622769865
RS_GCF_002834145.1	-1.62205690519713	0.358856948460619	-0.678221952059623
GB_GCA_913057115.1	-1.57590709119515	0.331773681153865	-0.644396986898257
RS_GCF_009669325.1	-1.56992185442432	0.328261478146828	-0.640011696275441
RS_GCF_011601345.1	-1.57920839131652	0.333710950195936	-0.64681577191596
GB_GCA_021767845.1	-1.5743431313159	0.330856166287856	-0.643252776432458
RS_GCF_900172255.1	-1.5909731941459	0.340615075849483	-0.655438777881415
GB_GCA_001650895.1	-1.58150404774957	0.334998531476177	-0.6480396903476
GB_GCA_024304985.1	-1.5786492396321	0.333324120922994	-0.645954428863641
GB_GCA_024304855.1	-1.58878198635462	0.33926765521999	-0.653359384809439
RS_GCF_021021435.1	-1.5797291615802	0.33395721161053	-0.646740732557785
GB_GCA_002366795.1	-1.56709414498301	0.32654031567829	-0.637461300168727
GB_GCA_024637375.1	-1.59566495095209	0.343300379190494	-0.658350289622213
RS_GCF_000423645.1	-1.58932980618044	0.33958458108511	-0.65372230085938
GB_GCA_009924775.1	-1.58307183860685	0.335913274832971	-0.649143985179608
GB_GCA_913061505.1	-1.58051454350775	0.334413364400763	-0.647276079322013
RS_GCF_023703375.1	-1.57971526546839	0.333942726651686	-0.64667715876861
GB_GCA_945881965.1	-1.63212479500423	0.36468754023509	-0.684991993806549
GB_GCA_023260655.1	-1.61906001967976	0.35702418492715	-0.675445979750103
GB_GCA_017792425.1	-1.57180526889546	0.329300535206331	-0.640881624591351
RS_GCF_004799325.1	-1.57554863383815	0.331496029658068	-0.643615355966399
RS_GCF_001458255.1	-1.5687556216127	0.327512161828847	-0.638657444831117
RS_GCF_001458355.1	-1.56745467198259	0.326750101949847	-0.637715812066648
RS_GCF_009857745.1	-1.55855114746884	0.321528242414123	-0.631214296546728
RS_GCF_018219815.1	-1.55618409706886	0.32013995554106	-0.629485567666898
RS_GCF_009789075.1	-1.56798202814738	0.327054797572092	-0.638059181889874
RS_GCF_002210105.1	-1.58952887541616	0.339691944650802	-0.65379266666837
RS_GCF_019801605.1	-1.57397508985261	0.330570366326968	-0.642441193767042
RS_GCF_020171315.1	-1.57233023358129	0.329605678666353	-0.641240192659759
RS_GCF_004959925.1	-1.59287763880151	0.341658080194596	-0.656253461060214
RS_GCF_000768315.1	-1.58701320378863	0.338218519928561	-0.651970598181931
GB_GCA_002709085.1	-1.59779674902838	0.344542972900463	-0.659844052052784
RS_GCF_019966535.1	-1.57147002766589	0.329106245293279	-0.640617570032743
RS_GCF_003313245.1	-1.57636796498788	0.332028818863401	-0.644578046848936
RS_GCF_003344785.1	-1.56631087569279	0.326131029265514	-0.637240852569476
RS_GCF_001038505.1	-1.58245497373482	0.335605506546118	-0.649073349547034
RS_GCF_007923445.1	-1.59189333251078	0.341145036653506	-0.655993888951205
GB_GCA_024636635.1	-1.63447955851124	0.366133267564649	-0.687173366832749
RS_GCF_009363255.1	-1.6021566493235	0.347183357031207	-0.663626217158522
RS_GCF_900172265.1	-1.63105691540711	0.364143347416021	-0.684800711871521
RS_GCF_003667315.2	-1.62656684588934	0.361571301605111	-0.681977059591683
RS_GCF_016806125.1	-1.62585054025504	0.361156673559471	-0.681493506368391
GB_GCA_017255395.1	-1.62352673050582	0.359792221313175	-0.679785400381738
RS_GCF_002814095.1	-1.64357509099062	0.371564450828608	-0.694525224374446
RS_GCF_017813235.1	-1.6570568727241	0.379480804208989	-0.704437148986817
RS_GCF_900184945.1	-1.63403900112247	0.365964930576748	-0.687514383071163
RS_GCF_002237555.1	-1.64156115380244	0.370382696620711	-0.69305092241215
RS_GCF_019218285.1	-1.6318682147992	0.364691364520897	-0.685926247735056
RS_GCF_019392335.1	-1.63725680135564	0.367855452218465	-0.689887889879699
RS_GCF_001482405.1	-1.61116135589032	0.35252246036643	-0.670629667070117
RS_GCF_020667845.1	-1.62385177279798	0.359967169799465	-0.679909659663834
RS_GCF_004804335.1	-1.61498839529244	0.354763679794632	-0.673400275067162
RS_GCF_019104745.1	-1.60521054471674	0.349016169965343	-0.666167515360151
RS_GCF_018224955.1	-1.59920498384671	0.345490777122222	-0.661759273913952
RS_GCF_000442255.1	-1.58480956638807	0.337034780687686	-0.651156638353523
RS_GCF_001687105.1	-1.59974711899048	0.345812232815204	-0.662189847939119
RS_GCF_020524285.1	-1.6056058833181	0.349252229605161	-0.666496672046249
RS_GCF_015223355.1	-1.61230908376101	0.35318763448857	-0.671421138107523
RS_GCF_002300555.1	-1.60931745821541	0.351431296857326	-0.669223558882015
RS_GCF_003111685.1	-1.60954859582916	0.351566995018164	-0.66939335354797
RS_GCF_024721115.1	-1.59740676328906	0.344436331944804	-0.66045671177843
RS_GCF_017311415.1	-1.59416649121698	0.342534262150504	-0.658078365641398
RS_GCF_001975705.1	-1.593447547654	0.342112209905444	-0.657550455946528
RS_GCF_001969385.1	-1.60577632825555	0.349349386427821	-0.666600158573916
RS_GCF_019801965.1	-1.60161915662221	0.346908918056375	-0.663547496067384
GB_GCA_022448925.1	-1.57232055297635	0.329646617993332	-0.641562587770136
RS_GCF_900302505.1	-1.58292237408907	0.335867283744522	-0.649324137816204
GB_GCA_020441125.1	-1.58910374039033	0.339493864064912	-0.65384653416389
RS_GCF_023370775.1	-1.56190006960569	0.323543952069998	-0.634027396434235
RS_GCF_023015985.1	-1.57435779518539	0.330855612927929	-0.643164387552572
GB_GCA_020055635.1	-1.57146508740644	0.329160817468075	-0.641066598797818
RS_GCF_002115725.1	-1.58246093208648	0.335614635567249	-0.649132507084704
GB_GCA_003149565.1	-1.60043482278228	0.346162860533897	-0.662307244326449
RS_GCF_002115805.1	-1.60774758184507	0.350454281443055	-0.667666078925911
GB_GCA_022763305.1	-1.59253256398484	0.341525410743008	-0.656515737994138
GB_GCA_017643905.1	-1.58588867658524	0.337626398959085	-0.651646163058306
GB_GCA_020055675.1	-1.59039750952753	0.340269350649937	-0.654926312578444
RS_GCF_001205715.1	-1.56883076430236	0.327523184413248	-0.638420181224535
GB_GCA_006226775.1	-1.55937231900861	0.321979028018747	-0.631541134196343
RS_GCF_022867865.1	-1.57070152522466	0.328621925311881	-0.639799783336227
GB_GCA_913062865.1	-1.52510559190425	0.301857943826694	-0.606336762996781
RS_GCF_004803475.1	-1.56670126272822	0.326537004850609	-0.638802384697842
RS_GCF_005887615.1	-1.58051571796195	0.334798595454982	-0.650087603945292
RS_GCF_012932215.1	-1.59794582551716	0.345053357918413	-0.663053261527468
GB_GCA_024639605.1	-1.59864223576792	0.345462898687744	-0.663569883603349
RS_GCF_020622345.1	-1.60096044134414	0.346826377625001	-0.665290987302274
RS_GCF_014337925.1	-1.60603012920986	0.349808729938941	-0.669059500168381
RS_GCF_019375555.1	-1.60604052703948	0.349815124245734	-0.669069366234418
RS_GCF_015644665.1	-1.60436515164112	0.34883006084049	-0.667827909957074
RS_GCF_009811755.1	-1.61387703964622	0.354423996793569	-0.674885924982804
GB_GCA_025143825.1	-1.61378947744779	0.354400625469896	-0.675025325806241
GB_GCA_913060815.1	-1.62953381635469	0.363662756616793	-0.686728751477078
GB_GCA_024636395.1	-1.63700003752081	0.368054868499898	-0.692277667407971
GB_GCA_025141935.1	-1.61454164262378	0.354841601220722	-0.675573424884311
RS_GCF_003352085.1	-1.60767307154509	0.3507985074906	-0.670449825895527
GB_GCA_024636405.1	-1.61180929197065	0.353249839784451	-0.673658755840044
GB_GCA_011050655.1	-1.62512449548982	0.361092151182278	-0.683625120687537
GB_GCA_002731875.1	-1.62063858226834	0.358452574195716	-0.680286098834605
RS_GCF_006064855.1	-1.62308739608337	0.359893168058994	-0.682106418597537
GB_GCA_024636425.1	-1.61689235431419	0.356248137640339	-0.67749691508431
GB_GCA_024636475.1	-1.62654194859439	0.361927084167098	-0.684686712200947
GB_GCA_024636495.1	-1.62856305924391	0.363116368300178	-0.686191338198344
RS_GCF_013282155.1	-1.6182224678974	0.357031581307628	-0.678492780804736
RS_GCF_019392245.1	-1.62431239513875	0.360615052551673	-0.683026240730198
RS_GCF_001634885.1	-1.61959606462375	0.357839951546185	-0.679515101598538
RS_GCF_013346665.1	-1.61729539524798	0.356492436824076	-0.677848279006324
RS_GCF_017743885.1	-1.62629514585856	0.361789185649462	-0.684555530261757
RS_GCF_003611275.1	-1.62757652480855	0.362543442745207	-0.685511299089682
GB_GCA_002703405.1	-1.62746698765532	0.362478979741931	-0.685429696501845
RS_GCF_022788715.1	-1.63434907927782	0.366529193057967	-0.690557250569017
RS_GCF_022788655.1	-1.63930111496113	0.369443559954947	-0.694246946044488
GB_GCA_025143985.1	-1.63528606692599	0.367080653286039	-0.691255569376979
RS_GCF_003054325.1	-1.60854300327184	0.351337278707155	-0.671296975354157
RS_GCF_016801775.1	-1.60297778568723	0.348062705809466	-0.667155173104948
GB_GCA_013002405.1	-1.62519757459734	0.36113950236488	-0.683710879220468
RS_GCF_014763045.1	-1.6306798488465	0.364365494728846	-0.687792470809324
RS_GCF_003335585.1	-1.61849311882891	0.357196049093258	-0.678732108584555
RS_GCF_001650875.1	-1.61898389682953	0.357484843761395	-0.679097512005446
GB_GCA_017854855.1	-1.62332511050094	0.360041518572339	-0.682344829603299
GB_GCA_017854675.1	-1.64725322036296	0.374122731738359	-0.700166373202311
RS_GCF_000622325.1	-1.63409960746913	0.366382322812617	-0.690371366467677
RS_GCF_000622365.1	-1.63630575553893	0.367680803341451	-0.692016006301412
RS_GCF_000622385.1	-1.63324277145133	0.365878292662573	-0.689734651479071
RS_GCF_010667575.1	-1.61517679940484	0.355245442298754	-0.676269057411535
RS_GCF_003352065.1	-1.59936659968951	0.345933615840613	-0.664435920970964
GB_GCA_024636445.1	-1.58352265768001	0.336512217379544	-0.651907858419401
RS_GCF_900302465.1	-1.59210202037749	0.341559011095909	-0.658283731738149
GB_GCA_023955215.1	-1.61103509380679	0.352690914595895	-0.67231254313268
GB_GCA_018647275.1	-1.61749833337587	0.356490014740515	-0.677093856707254
GB_GCA_002478745.1	-1.6111092985303	0.352734535804562	-0.672367464650995
RS_GCF_007995245.1	-1.5747008049456	0.331288510943785	-0.645098943460441
RS_GCF_000814025.1	-1.57424674445785	0.331021761348983	-0.644764157929987
RS_GCF_019802125.1	-1.57696776966243	0.332620476736828	-0.6467719063412
RS_GCF_900143535.1	-1.57121978092713	0.329241609232401	-0.642516569373289
RS_GCF_016428585.1	-1.57332883873991	0.330523320952421	-0.644378863431845
GB_GCA_016521575.1	-1.58138948980501	0.33526107053771	-0.650339987442665
RS_GCF_000473225.1	-1.57982456894542	0.334341389304037	-0.649183663845991
GB_GCA_003354145.1	-1.60113237384104	0.346865465699766	-0.664939164591157
GB_GCA_021648025.1	-1.64133324204502	0.370494631576761	-0.694668674649262
GB_GCA_002400675.1	-1.61121083696118	0.352790647604316	-0.672401694973581
RS_GCF_016307205.1	-1.5954205214949	0.343503450321941	-0.66067937083997
GB_GCA_020441385.1	-1.59141015384295	0.341146608374954	-0.657716231540748
RS_GCF_003352045.1	-1.58133973438793	0.335224722035282	-0.650246928374689
RS_GCF_005938225.1	-1.5836645184547	0.336589582847585	-0.651955209259746
RS_GCF_019966545.1	-1.57791265564177	0.333210346909557	-0.647713903903527
RS_GCF_002210165.1	-1.57575483956831	0.331942327552634	-0.646120228885735
RS_GCF_009765275.1	-1.60319838094589	0.348104496495882	-0.666640327665371
RS_GCF_002210095.1	-1.58845036137751	0.339439954773759	-0.655764853545915
GB_GCA_002709405.1	-1.6174042139068	0.356459830827502	-0.677187939514989
GB_GCA_003217735.2	-1.60861461827143	0.351293129202904	-0.670685014399287
GB_GCA_019801415.1	-1.61871872267745	0.357573571058211	-0.680621395133586
RS_GCF_019801145.1	-1.62090114531658	0.358861646269508	-0.682273919183882
RS_GCF_001679925.1	-1.62411029808666	0.360753605514133	-0.684688432871244
RS_GCF_000473325.1	-1.62454479115738	0.361009899683679	-0.685016350098767
RS_GCF_000473145.1	-1.63007508715872	0.364270388164823	-0.689177962899651
RS_GCF_001458395.1	-1.62856498070635	0.363380090830505	-0.688041692127062
RS_GCF_000813745.1	-1.62729776597397	0.362632944904345	-0.687087810375653
RS_GCF_000813725.1	-1.62460750115256	0.361046885948645	-0.685063623497245
RS_GCF_000511355.1	-1.63593312626729	0.367724604950039	-0.693589782468307
RS_GCF_000473165.1	-1.63093055816067	0.364775259103445	-0.689825385228253
GB_GCA_025144145.1	-1.6347587623974	0.367032292061061	-0.692706466358143
RS_GCF_004123675.1	-1.63461483166789	0.366947434076306	-0.692598150179971
RS_GCF_001678945.1	-1.62761877584838	0.36282354399708	-0.687334776003475
RS_GCF_014884385.1	-1.62875650576014	0.363494267454357	-0.68819054670711
GB_GCA_015665415.1	-1.65314099977017	0.377881361181456	-0.706611281636112
RS_GCF_001457775.1	-1.67122382220395	0.388545421089563	-0.72023783997593
RS_GCF_002087335.1	-1.6684227095368	0.386893656011094	-0.718128023910797
RS_GCF_021228235.1	-1.6669041980429	0.385998754254162	-0.716987912839577
RS_GCF_000473205.1	-1.66982257687886	0.387720183660927	-0.719189546667607
GB_GCA_905479575.1	-1.66701415700565	0.386064067299127	-0.717073931399657
RS_GCF_900313025.1	-1.66934132028906	0.387436395995015	-0.718827056167163
RS_GCF_001294455.1	-1.6780155645544	0.392551613431349	-0.725361739841958
RS_GCF_001888185.1	-1.65713186992199	0.380227395845628	-0.70956883886095
RS_GCF_000473105.1	-1.64819173317696	0.374956403051228	-0.702840629186775
RS_GCF_000511385.1	-1.65290794995407	0.377737081797308	-0.706390383699714
RS_GCF_002407245.1	-1.65139088268938	0.376842621699031	-0.705248546251953
RS_GCF_001258055.1	-1.64484500740424	0.372982389643994	-0.700316148459521
RS_GCF_009496005.1	-1.67306345733911	0.389616610294807	-0.721530259777763
RS_GCF_001458415.1	-1.66945993180814	0.387493108439896	-0.718825619079444
GB_GCA_001874255.1	-1.69189421964693	0.400720059133974	-0.735708064964694
RS_GCF_004006175.1	-1.64897954264116	0.375397452559923	-0.703268814843195
GB_GCA_013214575.1	-1.66129585782477	0.382657755632062	-0.712528928902938
GB_GCA_002162795.1	-1.66242760438125	0.383325048198507	-0.713380805390921
GB_GCA_002401945.1	-1.67329349848279	0.389730110606708	-0.721548776330325
RS_GCF_009753675.1	-1.64453556805509	0.372777587411097	-0.699926240391296
RS_GCF_005771405.1	-1.64611008794695	0.37370566232194	-0.701109492246924
RS_GCF_011813015.1	-1.63175685102922	0.365244669970495	-0.690318085494239
GB_GCA_025141015.1	-1.61172950664764	0.353403785551376	-0.675015133882738
GB_GCA_014872875.1	-1.60548104414286	0.349722990422999	-0.670335417271193
GB_GCA_022763485.1	-1.61135478259928	0.353183302897845	-0.674736491131226
GB_GCA_900313015.1	-1.60251675678344	0.34794877183792	-0.667918044877162
RS_GCF_900537075.1	-1.59967952289417	0.34627945763432	-0.665808723212541
RS_GCF_900172225.1	-1.5971928561016	0.344815070276656	-0.663949443606224
RS_GCF_900302455.1	-1.59862552068816	0.345658880124209	-0.665021594815503
GB_GCA_017743935.1	-1.6003140425193	0.34665334863935	-0.666284936586759
RS_GCF_013031405.1	-1.58371009218134	0.336847925792619	-0.653679109662222
RS_GCF_005938215.1	-1.58632915435839	0.338390176661669	-0.655637000651801
RS_GCF_001507595.1	-1.58573838843929	0.338042336851455	-0.655195666960026
RS_GCF_013111185.1	-1.59575658432685	0.343950597867013	-0.662752773889486
RS_GCF_017872555.1	-1.60567752315902	0.349793301631035	-0.670174220254988
RS_GCF_009363615.1	-1.60538253519711	0.349619664948213	-0.669954249872942
RS_GCF_024628725.1	-1.60498626884963	0.349386295836386	-0.66965783955057
RS_GCF_001458195.1	-1.61959124855068	0.35798821433391	-0.6805879313093
RS_GCF_013033355.1	-1.61097877932474	0.35291619794902	-0.674146092413792
RS_GCF_013030985.1	-1.60652262161258	0.350291876013854	-0.670812850094282
RS_GCF_001507545.1	-1.61085875399632	0.352845648805969	-0.674057322398208
RS_GCF_900313035.1	-1.63897947472548	0.3694074811975	-0.695098833653233
RS_GCF_013031245.1	-1.61308914314067	0.354159361161877	-0.675727056964762
RS_GCF_019904295.1	-1.60574438334799	0.349832954214737	-0.670226212986122
RS_GCF_013035425.1	-1.61596448287443	0.355850425663571	-0.677860576786852
RS_GCF_021405525.1	-1.59488721844382	0.343422368486258	-0.661978026570795
RS_GCF_010500245.1	-1.60159932142458	0.347374080922162	-0.666989661716294
RS_GCF_007923355.1	-1.57420282606789	0.331151620750236	-0.645856142054059
RS_GCF_020171285.1	-1.56396504651716	0.325129852627438	-0.638253750668813
RS_GCF_004348975.1	-1.59321450565621	0.342300723055447	-0.659730700052199
RS_GCF_004358185.1	-1.58139790625167	0.335352021340203	-0.650968480154453
RS_GCF_003008555.2	-1.57003052971541	0.328643110572129	-0.642359692600572
GB_GCA_018401465.1	-1.586927458117	0.33843290890164	-0.653811116578085
GB_GCA_021404545.1	-1.56553091897705	0.325866093768136	-0.638060115558217
RS_GCF_001262635.1	-1.55297903057782	0.318493900033019	-0.628818426383906
RS_GCF_004216475.1	-1.54392058119208	0.313171246380253	-0.622129692314603
RS_GCF_003944755.1	-1.54542864891197	0.312463136820465	-0.611096321956297
GB_GCA_016938875.1	-1.54868594012423	0.314361886584869	-0.613385327541574
RS_GCF_009649175.1	-1.59591196064221	0.34185788809656	-0.646307120673933
RS_GCF_024128855.1	-1.59980158338391	0.344122129182799	-0.649015669436208
RS_GCF_002079305.1	-1.56108557585344	0.321583284726603	-0.622045691039105
RS_GCF_001633165.1	-1.59540014993447	0.341560086997955	-0.64595225971104
RS_GCF_002073975.1	-1.59477939331434	0.341198730328893	-0.645519993238247
GB_GCA_016278285.1	-1.54781806922034	0.313842928893624	-0.612673285135305
GB_GCA_016278325.1	-1.54725367015926	0.31351445311957	-0.612280830560724
RS_GCF_900184935.1	-1.52743044938026	0.301975662559654	-0.598480785921714
RS_GCF_018139985.1	-1.50091610924771	0.286539391877459	-0.580000875235735
RS_GCF_000647975.1	-1.52816415946449	0.302388823640124	-0.598875963076139
GB_GCA_002706605.1	-1.5157196352768	0.295147096253592	-0.590230318485657
RS_GCF_002285435.1	-1.50687467097258	0.290000188100002	-0.584087007491554
RS_GCF_002285415.1	-1.51857894316331	0.29681104183881	-0.592217706172459
RS_GCF_003333265.1	-1.55156688653179	0.316083931891283	-0.615724049704269
RS_GCF_018860665.1	-1.60464452041746	0.347035448663226	-0.653084377615188
RS_GCF_018860505.1	-1.6064980076608	0.348114932575065	-0.65437885133956
RS_GCF_001308265.1	-1.60392700204857	0.34662143213677	-0.652612295824898
RS_GCF_003047105.1	-1.59519184673888	0.341540295757639	-0.646559297590507
RS_GCF_000299875.1	-1.59423328470046	0.340981960428615	-0.645889365101256
RS_GCF_011806455.1	-1.61440447154134	0.35273597578553	-0.66002243197774
RS_GCF_020524585.1	-1.61429621047635	0.352672926728404	-0.659946844928492
RS_GCF_019429625.1	-1.61583717253654	0.353570587868559	-0.661024498621594
RS_GCF_001550095.1	-1.61656106532847	0.353991693310747	-0.661526303077913
RS_GCF_020165855.1	-1.6250550506885	0.358939692583068	-0.667466189761144
RS_GCF_018457175.1	-1.53814406988971	0.30825684167985	-0.606281593850042
GB_GCA_015488685.1	-1.57098033272832	0.327384004235616	-0.629244958110197
RS_GCF_003544895.1	-1.573802500348	0.329027092193419	-0.631211948194904
GB_GCA_002352425.1	-1.58836365379053	0.337505009699185	-0.641362720972211
GB_GCA_002732995.1	-1.58616724642086	0.336226215870559	-0.63983167948099
RS_GCF_018599245.1	-1.56175740116192	0.32204786372134	-0.62312500344169
RS_GCF_023016155.1	-1.54525882551754	0.312446248323023	-0.611659799568882
RS_GCF_007004645.1	-1.5520587208562	0.316407148601002	-0.616416873738773
RS_GCF_900302485.1	-1.55190524267998	0.316317897152918	-0.61631080786143
RS_GCF_010500215.1	-1.55202657654429	0.31638865471596	-0.616396397935097
RS_GCF_023015885.1	-1.55688152358291	0.319216359094607	-0.619790407935316
RS_GCF_004360145.1	-1.56187947065491	0.3221273349555	-0.623284234985617
RS_GCF_022678485.1	-1.56159542689834	0.321960788331982	-0.623075080775072
GB_GCA_025140835.1	-1.56437735392528	0.323581355071971	-0.625022102517637
RS_GCF_023195695.1	-1.56544125719241	0.32420099510247	-0.625765688575688
RS_GCF_023016085.1	-1.5636192272723	0.323139679344552	-0.624491150113478
RS_GCF_022678625.1	-1.53982226738795	0.309266045229239	-0.607739790353778
GB_GCA_002367285.1	-1.54397998712728	0.311687064647553	-0.610641188667952
RS_GCF_019218295.1	-1.57994656631446	0.332648933312959	-0.635880263244656
GB_GCA_001626765.1	-1.58121722892409	0.333388964581636	-0.636767951584019
RS_GCF_009882975.1	-1.56547847011682	0.324223112746752	-0.625776019563655
GB_GCA_002695005.1	-1.57860490044817	0.331867953547628	-0.634946469634579
RS_GCF_019218265.1	-1.57580565626758	0.330238141868984	-0.632994375157715
GB_GCA_011389895.1	-1.59505718033615	0.341450452217538	-0.646445457085788
RS_GCF_008086115.1	-1.55897280144976	0.320429386260827	-0.621191318300145
GB_GCA_024763335.1	-1.56009851212545	0.321087132175198	-0.621994424688215
GB_GCA_003694465.1	-1.58672928026168	0.336597275354262	-0.640601408964434
GB_GCA_020441205.1	-1.58961714194351	0.338280551940431	-0.642629236781922
GB_GCA_020441225.1	-1.61306982505589	0.351939675906311	-0.659014869210518
RS_GCF_005870025.1	-1.51431444190663	0.293142727878237	-0.580002457774252
RS_GCF_003056725.1	-1.51198273086366	0.291794131875916	-0.578447541498601
RS_GCF_013184745.1	-1.51519551980865	0.293652381203877	-0.580590648520234
RS_GCF_003254465.1	-1.54078236004977	0.308459633298136	-0.597723464414689
RS_GCF_003172915.1	-1.53260558841719	0.303730331156287	-0.592270352968797
RS_GCF_004358675.1	-1.54714883738402	0.31214269935659	-0.601976641444772
RS_GCF_014901205.1	-1.53358011116154	0.304291065054156	-0.592893863361594
GB_GCA_020425125.1	-1.52859057595741	0.30140191866412	-0.58953646079693
RS_GCF_003340565.1	-1.53853402113618	0.307152966604886	-0.596167849807279
RS_GCF_003390845.1	-1.52584558615585	0.299817834177371	-0.587741683927427
RS_GCF_001509585.1	-1.52548499316637	0.299611051325767	-0.587517914045566
RS_GCF_004146235.1	-1.53371101206251	0.304369779425453	-0.593012685086155
RS_GCF_001558155.1	-1.5343010999978	0.304711105569729	-0.59340649736824
GB_GCA_022447275.1	-1.52396611540655	0.298723452568546	-0.586419087598622
RS_GCF_002504165.1	-1.50551562765555	0.288051209265139	-0.574108135725831
GB_GCA_017792405.1	-1.51945496402779	0.296124491662677	-0.583506614409026
RS_GCF_024105635.1	-1.53697638200603	0.306259857540894	-0.595204088764427
RS_GCF_018424695.1	-1.53305486593673	0.303991568769504	-0.592587315164844
RS_GCF_006351965.1	-1.53671081088323	0.306106344635387	-0.595027812663669
GB_GCA_913063035.1	-1.41402663245752	0.232071217538272	-0.48869382976153
GB_GCA_015487165.1	-1.3738686797154	0.205672111507974	-0.436753632496913
GB_GCA_019911965.1	-1.38511670934851	0.211956429786204	-0.442485745404088
GB_GCA_013151535.1	-1.43473589895987	0.239676158723446	-0.467717414447808
GB_GCA_021775315.1	-1.40993095447581	0.225819474639966	-0.455113136611683
GB_GCA_002430125.1	-1.3978376401704	0.21906296312213	-0.448955056356663
GB_GCA_913061275.1	-1.46371438721154	0.25591193170061	-0.482906570701841
GB_GCA_016764475.1	-1.4712088692048	0.260100114078683	-0.486730241879779
GB_GCA_021775355.1	-1.46520277448606	0.256743985251043	-0.483669250272853
GB_GCA_021775375.1	-1.47793553847037	0.263859133963107	-0.490161216919112
GB_GCA_002469545.1	-1.48142941588364	0.265811877130042	-0.491930383085196
GB_GCA_913043905.1	-1.48613410185204	0.268441515969705	-0.494334478529022
GB_GCA_900197625.1	-1.51664264123009	0.285490336332804	-0.509889930188424
GB_GCA_014323795.1	-1.50100568604691	0.276735008258841	-0.501734968694278
GB_GCA_019090795.1	-1.4581313767681	0.252779958881124	-0.479927466906564
GB_GCA_024280735.1	-1.45999707967434	0.253822398700553	-0.480877343475487
RS_GCF_008124525.1	-1.24070713491688	0.119994894309209	-0.278695194835862
GB_GCA_009733745.1	-1.19994283530413	0.092310978064069	-0.21855620390764
RS_GCF_016623495.1	-1.21221423918606	0.0986328005205789	-0.220476840381537
RS_GCF_023487995.1	-1.21036725174355	0.0976809793317268	-0.220190028011978
GB_GCA_021775575.1	-1.07173556731053	-0.031652486909343	0.330624932140703
GB_GCA_002352635.1	-1.09068731257625	-0.0239049252349228	0.346038082147495
GB_GCA_021775525.1	-1.08881440034664	-0.0246738414482634	0.344525836965528
GB_GCA_002897995.1	-1.10110558033431	-0.0196442149362809	0.354505645365577
GB_GCA_003228955.1	-1.10373249191159	-0.0185688182818037	0.356636987512749
GB_GCA_016125495.1	-1.10818098480176	-0.0168489838140391	0.361003802932533
GB_GCA_021730785.1	-1.16108094959804	0.00447086471387875	0.40591806669645
GB_GCA_945903565.1	-1.16719119712795	0.00696029924328974	0.410946683171002
GB_GCA_945862355.1	-1.17812866814098	0.0114254557289893	0.419901329200566
GB_GCA_023392135.1	-1.15140799624284	0.000526303897201198	0.397976334771645
GB_GCA_945889015.1	-1.15612765465504	0.00242471964563836	0.402025539963574
GB_GCA_017792465.1	-1.21933519201059	0.0281587052977681	0.454286429420916
GB_GCA_022600345.1	-1.23942037346253	0.0363492944519667	0.470799125990385
GB_GCA_018830445.1	-1.23993097561048	0.0365558179840986	0.471231449904918
GB_GCA_018819265.1	-1.246648457526	0.0392951428565277	0.476754198115952
GB_GCA_001516065.1	-1.24519181177639	0.038701051151574	0.475557268938591
GB_GCA_002928395.1	-1.17714858316431	0.0109697953665191	0.419462504319296
