accession	Oxygen	pH	Salinity	Temperature
GB_GCA_016718525.1	aerobe	6.508590927	0	22.65073099
GB_GCA_016718605.1	aerobe	7.306846137	1.336883586	23.82495263
GB_GCA_016719535.1	aerobe	7.544539217	0.647096429	33.17287206
GB_GCA_016720855.1	aerobe	6.714587375	0	34.80970777
GB_GCA_016720925.1	aerobe	6.890746568	0	25.11057662
GB_GCA_016721015.1	aerobe	6.590125531	0.326991838	21.93654418
GB_GCA_016721465.1	aerobe	7.176052059	0	25.29036801
GB_GCA_016721505.1	aerobe	6.697129632	0	17.65455876
GB_GCA_016721845.1	aerobe	6.821716231	0.610302819	30.07444529
GB_GCA_016721925.1	aerobe	6.727925131	0	30.1107102
GB_GCA_016735685.1	aerobe	7.338938354	0	30.98924159
GB_GCA_016741995.1	aerobe	7.605183514	1.854321068	30.56474785
GB_GCA_016744015.1	aerobe	7.969554053	0.641195593	25.57364943
GB_GCA_016744115.1	aerobe	6.739295595	2.444583812	19.49208339
GB_GCA_016744155.1	anaerobe	7.556287727	4.078290791	26.328376
GB_GCA_016744175.1	aerobe	7.698770928	2.586151902	24.2091623
GB_GCA_016744315.1	aerobe	6.971082968	3.632800947	31.70076249
GB_GCA_016744435.1	aerobe	7.630235423	3.02457479	24.08497466
GB_GCA_016744485.1	aerobe	7.298001344	2.495048201	20.93452369
GB_GCA_016744575.1	aerobe	6.825149211	4.266350539	31.08769603
GB_GCA_016744795.1	aerobe	6.512765223	1.10734115	29.91020842
GB_GCA_016744895.1	aerobe	7.163362826	2.639348347	26.85701376
GB_GCA_016745035.1	aerobe	7.474427338	3.007454095	24.92175572
GB_GCA_016763155.1	aerobe	7.483311254	2.273058578	25.26025255
GB_GCA_016763855.1	aerobe	8.218962352	2.749664775	21.46669243
GB_GCA_016764415.1	aerobe	7.018992118	2.369126535	25.11050687
GB_GCA_016764475.1	anaerobe	7.307635528	1.86633545	27.84481721
GB_GCA_016764535.1	aerobe	7.674268672	1.770175167	19.88794825
GB_GCA_016765235.1	aerobe	7.923213508	1.147518929	27.25501028
GB_GCA_016776525.1	aerobe	7.021772508	4.210457752	29.05804751
GB_GCA_016776605.1	aerobe	6.939196362	2.715191756	29.63612607
GB_GCA_016776705.1	aerobe	6.403285603	3.527553848	30.52114113
GB_GCA_016776875.1	anaerobe	7.667879037	3.349250534	32.46682189
GB_GCA_016778045.1	aerobe	8.161200467	3.394627549	31.41651082
GB_GCA_016778765.1	aerobe	7.917121605	1.07446526	24.25094547
GB_GCA_016778895.1	aerobe	7.083299563	1.077274129	22.12963179
GB_GCA_016779445.1	aerobe	8.153917852	2.849536585	28.61595029
GB_GCA_016784825.1	anaerobe	6.803417214	4.472806915	28.83636466
GB_GCA_016788525.1	aerobe	7.593273335	0	31.95024226
GB_GCA_016789125.1	aerobe	6.726661371	0	27.65220032
GB_GCA_016789865.1	aerobe	7.646701332	0	31.81347676
GB_GCA_016789955.1	facultative	7.421663181	0.733975287	33.6701217
GB_GCA_016790165.1	aerobe	6.890485799	0	27.11332257
GB_GCA_016790175.1	aerobe	7.033698857	0.537126209	33.04566047
GB_GCA_016790225.1	aerobe	7.823370497	0	29.52214613
GB_GCA_016790285.1	facultative	7.125197378	0	26.7794523
GB_GCA_016790395.1	facultative	8.058944915	0	29.59725719
GB_GCA_016790425.1	aerobe	7.394267653	0	29.29938089
GB_GCA_016790575.1	aerobe	7.13482925	0	31.53379917
GB_GCA_016790625.1	aerobe	6.826594971	0	28.62912079
GB_GCA_016790635.1	aerobe	7.115222428	0	33.16916203
GB_GCA_016790695.1	aerobe	6.635266708	0	34.19490286
GB_GCA_016790705.1	aerobe	6.805959214	0	31.28519638
GB_GCA_016790765.1	aerobe	7.217288441	0	26.12876264
GB_GCA_016790815.1	aerobe	6.841283618	0	25.31687395
GB_GCA_016791045.1	aerobe	6.982578873	0.503795557	24.03388002
GB_GCA_016791065.1	aerobe	6.832030078	0.164783393	29.88669292
GB_GCA_016791105.1	aerobe	6.37709781	0	26.0759727
GB_GCA_016791115.1	aerobe	6.46829235	0.938583947	30.87418497
GB_GCA_016791145.1	aerobe	6.522233214	0.159624094	31.14775481
GB_GCA_016791265.1	aerobe	7.311568438	0	26.27292704
GB_GCA_016792605.1	aerobe	7.075681967	0.682395707	37.47160028
GB_GCA_016792765.1	aerobe	7.257586047	0.67690146	42.16394582
GB_GCA_016793505.1	aerobe	7.466077514	0	36.25662208
GB_GCA_016793595.1	aerobe	7.599102909	1.196494339	32.82956038
GB_GCA_016793685.1	aerobe	6.628355422	0.510183592	43.21161511
GB_GCA_016793965.1	aerobe	7.544912635	0	36.86777001
GB_GCA_016794005.1	aerobe	7.299406851	0.010152265	32.22775452
GB_GCA_016794025.1	aerobe	7.06655522	0.19193794	34.68182423
GB_GCA_016806145.1	aerobe	7.097876791	0	26.66032789
GB_GCA_016839165.1	aerobe	6.631122352	0	31.78061886
GB_GCA_016845145.1	aerobe	6.642566866	4.543463547	28.23244641
GB_GCA_016845445.1	aerobe	7.565402846	3.683484407	29.15084427
GB_GCA_016861105.1	aerobe	6.883085992	0	42.09565213
GB_GCA_016861185.1	aerobe	7.152888596	0.58099442	44.72835837
GB_GCA_016865015.1	aerobe	8.084888321	2.917608833	20.44396981
GB_GCA_016865035.1	aerobe	7.620138161	4.498432442	28.60825358
GB_GCA_016868035.1	facultative	7.132715517	1.137615974	45.40441198
GB_GCA_016868095.1	aerobe	7.744811859	0	28.70832137
GB_GCA_016868105.1	anaerobe	7.200017959	0.57017347	37.38383453
GB_GCA_016868175.1	aerobe	8.127033273	0.592298241	31.52991873
GB_GCA_016868205.1	aerobe	7.981150758	0.261002776	35.95832954
GB_GCA_016868255.1	aerobe	7.355467916	1.107843642	33.30091973
GB_GCA_016868295.1	anaerobe	6.381045612	0.727246448	38.77163149
GB_GCA_016868305.1	aerobe	7.801086202	0	30.35621081
GB_GCA_016868355.1	aerobe	7.697911282	0	34.14582705
GB_GCA_016868375.1	aerobe	7.722407237	0.464898791	28.57383358
GB_GCA_016869215.1	aerobe	6.87329124	1.455115843	42.04262609
GB_GCA_016869415.1	aerobe	7.080499357	1.763931921	36.9676579
GB_GCA_016869515.1	aerobe	7.343421226	0.126909872	35.27795671
GB_GCA_016869645.1	aerobe	7.227728684	2.036254806	35.02704791
GB_GCA_016869915.1	aerobe	7.426117829	0.166789559	34.4385823
GB_GCA_016869975.1	aerobe	7.162836766	0.213189892	36.03926008
GB_GCA_016870055.1	aerobe	7.089212945	0.390600437	36.68139169
GB_GCA_016872535.1	aerobe	6.808499913	1.11411369	37.70901546
GB_GCA_016874535.1	aerobe	6.889246098	0.463292781	35.5313467
GB_GCA_016926755.1	aerobe	7.511430053	0.755178582	35.12306195
GB_GCA_016931495.1	facultative	7.226904514	0.72893682	33.13749788
GB_GCA_016936395.1	aerobe	7.591541078	0	23.9187145
GB_GCA_016936875.1	aerobe	5.549955281	0.672793537	29.44208759
GB_GCA_016937725.1	aerobe	7.883563525	2.54448732	27.40729319
GB_GCA_016938175.1	aerobe	6.646119866	2.189943207	28.06251635
GB_GCA_016938595.1	anaerobe	6.315097924	1.426358162	31.81897278
GB_GCA_016938735.1	anaerobe	6.205628827	2.868417539	27.45079639
GB_GCA_016938875.1	aerobe	7.684039561	1.216145315	29.14752707
GB_GCA_017255395.1	aerobe	7.795127629	3.402664276	28.98474604
GB_GCA_017302275.1	facultative	6.52461692	0.660650138	29.95972985
GB_GCA_017302315.1	aerobe	6.694303481	0.690985394	28.48633462
GB_GCA_017302435.1	aerobe	7.301458721	0	30.11862623
GB_GCA_017302485.1	facultative	7.155802471	1.613021012	28.55916575
GB_GCA_017302495.1	aerobe	6.814757416	0	37.19341461
GB_GCA_017302505.1	aerobe	7.10684891	0	35.05325766
GB_GCA_017302635.1	aerobe	7.722768789	0.67334595	29.93012754
GB_GCA_017302655.1	aerobe	7.694979321	1.242198676	29.1439715
GB_GCA_017304475.1	aerobe	7.677144719	0.356475519	30.7868017
GB_GCA_017305455.1	aerobe	6.558960148	0.648893744	32.77815288
GB_GCA_017305515.1	aerobe	6.641048428	0.239116012	31.56147506
GB_GCA_017305535.1	aerobe	6.325841016	1.146863621	30.14935485
GB_GCA_017305555.1	aerobe	6.337467741	1.521876153	31.01607431
GB_GCA_017305595.1	aerobe	6.473879806	1.192309813	31.62509423
GB_GCA_017305665.1	aerobe	6.225738012	1.289327873	32.34260372
GB_GCA_017305715.1	aerobe	6.961766623	0	31.6525045
GB_GCA_017305915.1	aerobe	6.727236305	0.790143402	37.85072418
GB_GCA_017307865.1	aerobe	6.819387751	0.155299544	32.70810257
GB_GCA_017308015.1	facultative	7.540954328	1.092723754	31.88900933
GB_GCA_017308075.1	facultative	7.608022811	0.365627191	32.4192728
GB_GCA_017308235.1	aerobe	6.737268231	0.148494375	36.10170264
GB_GCA_017308495.1	aerobe	6.623997703	0	32.50337788
GB_GCA_017308575.1	aerobe	6.664870848	0.824088459	31.42814178
GB_GCA_017308595.1	aerobe	6.892446842	0.088589045	30.73091449
GB_GCA_017640505.1	aerobe	6.74442721	3.931124588	32.22644194
GB_GCA_017640685.1	aerobe	7.277027039	3.462628125	24.87575672
GB_GCA_017640745.1	aerobe	7.163867904	3.984095037	30.86790212
GB_GCA_017643215.1	aerobe	7.952618646	2.609749552	27.78393141
GB_GCA_017643845.1	aerobe	8.072300449	2.698863803	30.43438669
GB_GCA_017643905.1	aerobe	7.998992414	3.491412572	29.32253193
GB_GCA_017643925.1	aerobe	7.824679541	4.054459773	28.72869521
GB_GCA_017644105.1	aerobe	7.831630924	3.295489411	24.44290335
GB_GCA_017644185.1	aerobe	6.834375312	4.539505726	32.24193849
GB_GCA_017743935.1	aerobe	7.712883031	4.424045325	25.67534447
GB_GCA_017792405.1	aerobe	8.058787949	2.706646728	28.17860563
GB_GCA_017792425.1	aerobe	7.266681777	3.483611509	27.90868175
GB_GCA_017792445.1	aerobe	7.529660484	3.050249808	31.18395032
GB_GCA_017792465.1	aerobe	7.186613714	3.502662425	29.39265721
GB_GCA_017848435.1	aerobe	7.150841823	0	22.29224487
GB_GCA_017848645.1	aerobe	7.298965405	0.295239649	25.8349465
GB_GCA_017848965.1	aerobe	6.973342387	1.480912969	29.4971927
GB_GCA_017849325.1	aerobe	6.469362359	0	34.48232737
GB_GCA_017849615.1	aerobe	6.662025452	0.962219971	34.13713319
GB_GCA_017852835.1	aerobe	7.662646171	2.159320791	28.58315144
GB_GCA_017853245.1	aerobe	7.398169804	0	35.7693032
GB_GCA_017854535.1	aerobe	7.599350658	2.427839209	25.71184053
GB_GCA_017854565.1	aerobe	7.869877279	1.193916452	22.07109118
GB_GCA_017854585.1	aerobe	8.209466617	1.075572879	22.22817754
GB_GCA_017854675.1	aerobe	7.998073296	1.917306191	23.53548758
GB_GCA_017854855.1	aerobe	7.891962767	1.797816784	23.5891713
GB_GCA_017857825.1	aerobe	6.889539245	3.044188486	28.55121122
GB_GCA_017857895.1	aerobe	7.27875402	0	28.76005137
GB_GCA_017880705.1	aerobe	6.81570138	0	35.72177505
GB_GCA_017880775.1	aerobe	6.654194868	0	37.59945171
GB_GCA_017880945.1	aerobe	6.142816231	0	28.17933595
GB_GCA_017880985.1	anaerobe	6.863559929	0	25.62112187
GB_GCA_017881085.1	aerobe	6.709208203	0.273971108	31.36542023
GB_GCA_017983755.1	aerobe	6.450518051	0	33.99524596
GB_GCA_017983795.1	facultative	7.131320531	0	32.00034094
GB_GCA_017983955.1	aerobe	7.447736792	0.88356717	25.76483753
GB_GCA_017986605.1	aerobe	7.148253413	0	25.03660097
GB_GCA_017989135.1	aerobe	7.078900797	0	23.25837399
GB_GCA_017992055.1	facultative	7.550639666	0	29.53025963
GB_GCA_017994835.1	aerobe	6.813045233	0.906657234	29.67684932
GB_GCA_017995775.1	aerobe	7.589275253	3.353963822	27.2946929
GB_GCA_017997795.1	aerobe	7.400673008	1.454220843	36.22801124
GB_GCA_018054745.1	aerobe	7.285283854	0.234061616	31.00699013
GB_GCA_018061265.1	anaerobe	6.979092708	0	22.55266555
GB_GCA_018063505.1	aerobe	7.307675526	0	28.00126269
GB_GCA_018063565.1	anaerobe	7.04246723	0	23.48436474
GB_GCA_018067325.1	anaerobe	7.6593265	3.294725992	27.45765263
GB_GCA_018069465.1	aerobe	7.516733385	1.666438192	25.21279168
GB_GCA_018069525.1	aerobe	7.081546592	3.632065062	29.40060761
GB_GCA_018222665.1	aerobe	7.705503336	1.604098176	28.00679724
GB_GCA_018223085.1	aerobe	7.004810579	3.015207895	30.01295039
GB_GCA_018240595.1	aerobe	6.361760317	0.834964568	33.51625334
GB_GCA_018240625.1	aerobe	6.46304089	0.779032744	31.49412906
GB_GCA_018240695.1	aerobe	6.335181271	0	35.74632236
GB_GCA_018241745.1	aerobe	5.882872631	0	34.18227365
GB_GCA_018241765.1	aerobe	7.0245821	0	30.02456587
GB_GCA_018241895.1	aerobe	6.881744238	0.192591739	35.35587415
GB_GCA_018242205.1	aerobe	6.511692199	0.883717251	32.06879285
GB_GCA_018242215.1	aerobe	6.575327541	0.696137768	29.70174662
GB_GCA_018242505.1	aerobe	6.598214252	0.253146409	37.45422026
GB_GCA_018261935.1	aerobe	6.662201619	0.353201841	31.80719813
GB_GCA_018262195.1	aerobe	6.757109909	0.81663282	26.37402818
GB_GCA_018262775.1	aerobe	6.530138619	0.431374263	36.01427491
GB_GCA_018262875.1	aerobe	6.625275721	1.147993657	32.53138557
GB_GCA_018263115.1	aerobe	6.415628524	0.592742509	27.81388849
GB_GCA_018333815.1	aerobe	6.981851049	1.12204914	36.4542655
GB_GCA_018335895.1	aerobe	7.164337809	3.029920787	38.72443561
GB_GCA_018336195.1	anaerobe	6.06310605	0.164863768	22.88597111
GB_GCA_018384835.1	aerobe	7.62026954	2.711279193	27.73374684
GB_GCA_018401055.1	aerobe	8.297499073	1.466232488	24.63241193
GB_GCA_018401385.1	aerobe	7.882870385	1.725895275	24.10137774
GB_GCA_018401465.1	aerobe	8.110672376	2.23336276	30.59794861
GB_GCA_018401495.1	aerobe	7.888919509	2.699421864	33.79028591
GB_GCA_018401615.1	anaerobe	7.532234035	0.029830419	27.35317715
GB_GCA_018402035.1	aerobe	8.164803095	0.859873423	24.81003702
GB_GCA_018402635.1	aerobe	7.66388688	0.70301815	24.12834309
GB_GCA_018435665.1	anaerobe	6.991813271	0.733079715	35.5129643
GB_GCA_018500075.1	aerobe	7.750575421	1.930668672	24.43852802
GB_GCA_018500105.1	facultative	5.630628713	0	37.94163397
GB_GCA_018607685.1	aerobe	7.926795433	4.55416578	27.38146607
GB_GCA_018607725.1	aerobe	7.717742943	0.902328926	23.96071182
GB_GCA_018607835.1	aerobe	6.964681563	0	26.30915409
GB_GCA_018607965.1	aerobe	7.70765969	2.306456961	22.09271619
GB_GCA_018607995.1	aerobe	7.645647413	2.398090207	21.41797077
GB_GCA_018645845.1	aerobe	7.800636054	4.62557595	27.42980485
GB_GCA_018647275.1	aerobe	7.547279527	1.285756806	25.11284019
GB_GCA_018648825.1	facultative	7.556725908	6.1695354	32.05203189
GB_GCA_018649725.1	aerobe	6.700162243	4.306774966	35.99438289
GB_GCA_018650465.1	aerobe	6.642767966	2.855950433	28.16619929
GB_GCA_018654745.1	aerobe	7.03056768	3.262034845	27.80567168
GB_GCA_018656865.1	aerobe	7.657509139	5.543788833	32.78811466
GB_GCA_018660465.1	aerobe	6.837481403	3.684984944	30.11422222
GB_GCA_018662005.1	anaerobe	7.013853388	3.218564451	27.6702647
GB_GCA_018662405.1	aerobe	6.868193706	5.048146036	29.63761756
GB_GCA_018665025.1	aerobe	7.931102949	4.165941944	28.66216041
GB_GCA_018665815.1	aerobe	6.63708957	3.172702418	27.09061251
GB_GCA_018667205.1	aerobe	7.947741908	3.801192974	27.77165925
GB_GCA_018671895.1	aerobe	6.426019477	3.562383754	23.95868339
GB_GCA_018672825.1	anaerobe	7.769588037	2.964191835	28.39524295
GB_GCA_018698075.1	anaerobe	7.596017985	4.195111875	32.21148782
GB_GCA_018698455.1	aerobe	6.337621298	2.105961923	24.89199541
GB_GCA_018698795.1	aerobe	6.560291714	3.500706423	28.82460495
GB_GCA_018729455.1	facultative	7.134734027	0.578515313	35.38751231
GB_GCA_018771605.1	anaerobe	6.117927771	0	80.21462721
GB_GCA_018780025.1	aerobe	6.709324601	0.628846028	26.41510767
GB_GCA_018780075.1	aerobe	7.273429388	0.516638287	27.18104414
GB_GCA_018780105.1	aerobe	6.405994344	0.522738913	26.89549584
GB_GCA_018780185.1	aerobe	7.545475183	0	24.75103351
GB_GCA_018780385.1	aerobe	7.346276251	0.203769525	26.73214626
GB_GCA_018780415.1	aerobe	7.205020459	0	19.04584901
GB_GCA_018780565.1	aerobe	6.819235872	0	22.51072665
GB_GCA_018780625.1	aerobe	7.228965887	0	26.61843551
GB_GCA_018780645.1	aerobe	7.385292586	0	23.52286011
GB_GCA_018780805.1	aerobe	7.621764641	0	24.11604191
GB_GCA_018781585.1	anaerobe	6.41891029	0	32.04668175
GB_GCA_018812525.1	anaerobe	6.631500169	2.761546212	34.99178906
GB_GCA_018812945.1	aerobe	7.530356532	0	23.47233239
GB_GCA_018813765.1	aerobe	6.155544274	1.776512098	28.97548249
GB_GCA_018814405.1	aerobe	6.463124058	2.144772704	28.16797476
GB_GCA_018815245.1	aerobe	7.557340036	0.551726646	22.72998669
GB_GCA_018815325.1	aerobe	6.960657221	0	26.56202134
GB_GCA_018819175.1	aerobe	6.704598408	3.024002335	32.05232968
GB_GCA_018819205.1	aerobe	6.123044314	1.989380529	32.25204273
GB_GCA_018819265.1	aerobe	7.204479171	2.376518504	26.90092546
GB_GCA_018819515.1	aerobe	6.394049628	1.302327799	33.40055642
GB_GCA_018820395.1	aerobe	7.010924196	0.865468982	27.51827298
GB_GCA_018820745.1	aerobe	6.911789568	1.34691422	29.84704405
GB_GCA_018820765.1	aerobe	6.598262715	1.521829533	29.93643353
GB_GCA_018820925.1	aerobe	6.16438846	0.625065532	28.79188073
GB_GCA_018823025.1	anaerobe	6.100574476	0.571054031	27.86268142
GB_GCA_018823835.1	aerobe	7.450456744	2.046809532	29.869642
GB_GCA_018824085.1	aerobe	6.700741445	0.395399621	25.36915202
GB_GCA_018824305.1	aerobe	5.402503113	1.640199746	30.61355847
GB_GCA_018824405.1	aerobe	6.554470445	1.862872843	30.53176092
GB_GCA_018825305.1	aerobe	6.436804199	0.260880312	28.38153172
GB_GCA_018825665.1	aerobe	6.124931652	2.635022647	29.35126195
GB_GCA_018828385.1	aerobe	6.662543348	0.581074944	27.49436414
GB_GCA_018830445.1	aerobe	7.398543713	2.28945087	29.42948579
GB_GCA_018882785.1	aerobe	7.283881234	1.163364049	38.4017941
GB_GCA_018882795.1	aerobe	7.208930949	0.789174349	36.07259814
GB_GCA_018882835.1	aerobe	6.99156892	0	30.35487397
GB_GCA_018883265.1	aerobe	6.144023023	0	35.36217103
GB_GCA_018969885.1	aerobe	7.29578776	0.195089632	31.87377152
GB_GCA_018969975.1	aerobe	7.186502739	0	25.87987703
GB_GCA_018971105.1	facultative	6.427914251	0	31.56528512
GB_GCA_018971195.1	aerobe	6.263255817	0	36.89645447
GB_GCA_018971625.1	aerobe	6.641009672	0.079872381	30.5451759
GB_GCA_018971675.1	aerobe	6.408359109	0.182524333	31.58173774
GB_GCA_018993155.1	aerobe	7.207891396	0.180147315	30.87485443
GB_GCA_019061145.1	aerobe	7.513219253	3.511823301	28.38745609
GB_GCA_019075865.1	aerobe	6.009492479	0	25.51225129
GB_GCA_019075905.1	aerobe	5.569285024	0	25.31452341
GB_GCA_019084245.1	aerobe	7.561675016	2.612126824	26.2379168
GB_GCA_019090795.1	aerobe	7.203575428	1.918743265	24.06577672
GB_GCA_019090885.1	aerobe	7.345480373	1.603423624	27.83992687
GB_GCA_019136545.1	anaerobe	6.468214331	1.081609062	34.40205793
GB_GCA_019137045.1	aerobe	6.922582271	0.23856044	44.37433395
GB_GCA_019163035.1	anaerobe	6.169113882	1.121365214	23.43936065
GB_GCA_019187085.1	aerobe	6.905200741	1.704017547	40.58444691
GB_GCA_019232985.1	facultative	6.524305962	0	26.14282085
GB_GCA_019234295.1	aerobe	6.792871558	0	23.85060175
GB_GCA_019236485.1	aerobe	6.831641925	0	31.35609305
GB_GCA_019236735.1	aerobe	6.5748429	0.487479476	35.01285263
GB_GCA_019237595.1	aerobe	6.914543084	0	41.62195783
GB_GCA_019237615.1	facultative	7.169205985	0	25.93453857
GB_GCA_019242285.1	aerobe	6.774295888	0.955657103	32.09088496
GB_GCA_019243075.1	aerobe	6.766068395	0.059372205	29.85114022
GB_GCA_019244115.1	aerobe	6.869345993	1.082727687	31.44469061
GB_GCA_019246455.1	aerobe	6.363525066	1.084123222	38.8752265
GB_GCA_019264445.1	aerobe	7.240970295	0.007392416	27.71431729
GB_GCA_019351955.1	aerobe	5.479850255	0.612725868	31.59557095
GB_GCA_019352115.1	aerobe	5.728091241	0	29.12461199
GB_GCA_019449455.1	aerobe	6.972073584	0	36.87680321
GB_GCA_019449555.1	aerobe	6.812679339	0.037982911	34.3409997
GB_GCA_019454225.1	aerobe	8.011638915	0.124711718	28.83297094
GB_GCA_019459055.1	aerobe	6.840224642	1.738604629	33.50963102
GB_GCA_019459145.1	aerobe	7.37922765	1.94026146	28.65584241
GB_GCA_019459185.1	aerobe	7.589708261	0	31.41215767
GB_GCA_019509895.1	aerobe	6.724065253	1.152511352	46.38304032
GB_GCA_019633985.1	aerobe	7.894550612	4.083512722	27.748395
GB_GCA_019634165.1	aerobe	7.028175422	3.119915886	24.62607812
GB_GCA_019634215.1	aerobe	7.712679311	2.477702546	33.4184578
GB_GCA_019634245.1	aerobe	8.329199236	4.768801479	23.51822676
GB_GCA_019634955.1	aerobe	6.873403046	0	39.84443136
GB_GCA_019635015.1	aerobe	7.096460975	0.828919186	37.02969744
GB_GCA_019635275.1	aerobe	7.12932373	1.045868597	44.24001408
GB_GCA_019635315.1	facultative	7.789356065	0	34.65201129
GB_GCA_019635415.1	aerobe	7.114936891	0	27.5912567
GB_GCA_019635435.1	aerobe	7.118426045	0	27.77402176
GB_GCA_019635465.1	aerobe	6.91318207	1.460445832	31.44958176
GB_GCA_019635485.1	aerobe	7.273679429	0.106981433	33.28209926
GB_GCA_019635575.1	aerobe	6.727149827	1.260683484	34.76089401
GB_GCA_019635735.1	aerobe	7.407275282	1.725237187	35.07930347
GB_GCA_019689635.1	aerobe	5.966586868	0	47.75181361
GB_GCA_019689975.1	aerobe	6.842138867	0.416618295	45.44051026
GB_GCA_019695155.1	aerobe	7.588571627	0	29.81235298
GB_GCA_019744975.1	aerobe	6.760709767	0	34.27685054
GB_GCA_019745195.1	facultative	7.803174457	0.798327922	27.64442615
GB_GCA_019745555.1	aerobe	7.23636415	1.362943237	35.1078159
GB_GCA_019745575.1	aerobe	6.892565556	0	36.2120897
GB_GCA_019745775.1	aerobe	6.921630689	1.901534152	39.73019844
GB_GCA_019746135.1	aerobe	6.680613142	1.149773567	39.22253744
GB_GCA_019746735.1	aerobe	7.165518364	1.648579738	34.7176795
GB_GCA_019747375.1	aerobe	6.969091731	0.647480689	36.02421025
GB_GCA_019747795.1	aerobe	6.69842964	2.273503697	32.94584237
GB_GCA_019747815.1	aerobe	7.241718664	1.531521284	36.68074004
GB_GCA_019748335.1	aerobe	6.596382564	0	29.99306968
GB_GCA_019749835.1	aerobe	8.14965007	1.116112222	28.2222959
GB_GCA_019749945.1	aerobe	6.437851904	0	36.6371044
GB_GCA_019751125.1	aerobe	6.839337208	1.217289029	36.8697057
GB_GCA_019797865.1	aerobe	7.275426481	1.230238612	30.05052005
GB_GCA_019801415.1	aerobe	7.805418159	3.700878194	27.63139727
GB_GCA_019911765.1	aerobe	6.467821847	1.811493225	30.43416177
GB_GCA_019911785.1	anaerobe	6.142121722	0.890881914	36.34387334
GB_GCA_019911805.1	aerobe	6.926556111	3.283711104	38.06952567
GB_GCA_019911965.1	aerobe	7.333260267	2.277771199	28.56974783
GB_GCA_019912385.1	aerobe	7.398963458	2.961237088	34.43424975
GB_GCA_020027345.1	aerobe	6.89419782	0.848268272	20.72014514
GB_GCA_020027635.1	aerobe	6.441306802	2.802411706	35.7953262
GB_GCA_020048055.1	aerobe	6.436431228	1.514363883	15.0769125
GB_GCA_020048435.1	facultative	6.18851786	0.047319711	25.37263265
GB_GCA_020049415.1	aerobe	6.07029168	0.988449633	25.88514304
GB_GCA_020055635.1	aerobe	7.88515401	4.564744332	27.19707897
GB_GCA_020055675.1	aerobe	8.28960144	5.17307416	26.00111994
GB_GCA_020057245.1	aerobe	5.962284487	1.080568084	28.84005373
GB_GCA_020059445.1	facultative	6.8152067	0.797534223	35.2367709
GB_GCA_020061285.1	aerobe	6.450090865	1.508699405	33.9523909
GB_GCA_020161065.1	aerobe	7.251604793	0	31.0501518
GB_GCA_020161215.1	aerobe	7.149746578	0.032971033	32.41650056
GB_GCA_020161475.1	aerobe	6.939471522	0.18947838	28.21331885
GB_GCA_020161575.1	aerobe	7.380419276	0.2971568	31.76409124
GB_GCA_020161615.1	aerobe	7.797540506	1.44606583	33.76941452
GB_GCA_020161695.1	aerobe	7.614532119	1.265944498	33.31246764
GB_GCA_020161775.1	aerobe	7.316609592	0.383537361	27.09771272
GB_GCA_020161975.1	aerobe	7.115903364	0.622371719	31.01388964
GB_GCA_020201155.1	aerobe	8.153993221	5.407029599	27.26221574
GB_GCA_020216925.1	aerobe	6.0072605	0	32.20506496
GB_GCA_020217035.1	aerobe	6.4632475	1.327798495	28.57059146
GB_GCA_020217265.1	aerobe	5.836336833	0.200026962	35.01122221
GB_GCA_020247545.1	aerobe	7.628059026	0	24.18515233
GB_GCA_020248665.1	aerobe	7.343145309	0.588976075	40.9665842
GB_GCA_020248785.1	aerobe	7.834684016	1.272627049	32.04779417
GB_GCA_020248865.1	aerobe	7.713032352	0.148679331	37.2217187
GB_GCA_020248905.1	aerobe	7.423256945	0.781665792	37.35945408
GB_GCA_020248915.1	aerobe	7.867600463	0	34.83277564
GB_GCA_020248945.1	aerobe	7.966263252	0	27.97667371
GB_GCA_020249045.1	aerobe	7.652894476	0.70135812	33.94469521
GB_GCA_020252485.1	aerobe	7.851804317	0.311475565	30.54854305
GB_GCA_020341735.1	aerobe	7.633434997	3.659428104	35.88975006
GB_GCA_020354085.1	aerobe	7.464802718	2.462305779	38.47985382
GB_GCA_020354665.1	aerobe	7.430098568	0.998582338	37.30446811
GB_GCA_020356105.1	aerobe	7.333232588	3.356323055	38.44433583
GB_GCA_020425125.1	aerobe	6.945588788	1.860227848	31.21959091
GB_GCA_020441125.1	aerobe	7.68852255	1.686722391	27.16010363
GB_GCA_020441205.1	aerobe	7.194901538	1.684496522	33.16476912
GB_GCA_020441225.1	aerobe	7.36070508	2.900538073	31.26098166
GB_GCA_020441385.1	aerobe	7.333031843	3.117538836	30.53598316
GB_GCA_020441545.1	aerobe	6.453134949	0.848298388	34.52933365
GB_GCA_020441735.1	aerobe	7.675760805	4.397620434	31.05679081
GB_GCA_020441795.1	aerobe	7.477906757	2.799628684	26.29779882
GB_GCA_020441995.1	aerobe	7.383606521	3.486185344	31.97815486
GB_GCA_020442275.1	aerobe	6.497173982	0.389443832	34.4355345
GB_GCA_020445405.1	aerobe	7.310766366	2.379023966	32.50888833
GB_GCA_020445565.1	aerobe	6.842340442	3.166833922	30.58816387
GB_GCA_020446285.1	aerobe	7.682591313	3.903474422	30.72423569
GB_GCA_020446745.1	anaerobe	6.812614768	3.520532388	30.88722684
GB_GCA_020447005.1	aerobe	7.31220653	0.247830259	25.96706887
GB_GCA_020525365.1	anaerobe	6.784993753	4.016724468	41.05580094
GB_GCA_020544565.1	aerobe	6.604901496	0.627488186	33.64996339
